,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,StockTurnover,UnsoldInventoryValue
1466,9815,WINE GROUP INC,18010,Cocobon Red,3.92,5.99,750.0,11518.0,45150.56000000044,11155.0,71999.45000000029,25849.389999999355,1246.7500000000232,27100.409999999996,26848.889999999847,37.290409857297156,1.5946524251304874,3.920000000000038,Large,0.9684841118249696,1422.96
1467,12546,JIM BEAM BRANDS COMPANY,2161,Canadian Club Classic,15.26,19.99,750.0,2957.0,45123.82000000004,2923.0,61452.77000000028,43386.359999999826,2304.129999999994,123880.96999999999,16328.950000000237,26.57154429328436,1.36186985055787,15.260000000000014,Large,0.9885018599932364,518.84
1468,6213,MHW LTD,8658,Absente 'Absinthe Refined',24.28,33.99,750.0,1854.0,45015.119999999995,1688.0,61679.120000000345,54383.14000000026,1331.8500000000072,9621.580000000002,16664.00000000035,27.017246679265618,1.3701867283703864,24.279999999999998,Large,0.9104638619201726,4030.48
1469,9815,WINE GROUP INC,6523,Franzia Burgundy Tap Red,10.06,14.99,5000.0,4473.0,44998.38000000006,4465.0,73413.35000000065,49064.190000000075,3348.75,27100.409999999996,28414.970000000583,38.70545343592185,1.6314665105721704,10.060000000000015,Large,0.9982114911692377,80.48
1470,12546,JIM BEAM BRANDS COMPANY,5826,DeKuyper Razzmatazz,6.86,8.99,750.0,6559.0,44994.73999999983,6458.0,59965.420000000275,41680.159999999494,5089.209999999919,123880.96999999999,14970.680000000444,24.965521795728897,1.3327206691271136,6.859999999999975,Large,0.9846013111754841,692.86
1471,9206,PHILLIPS PRODUCTS CO.,9037,Prairie Organic Cucumber Vod,11.93,17.99,750.0,3769.0,44964.17000000057,3717.0,74104.83000000069,52717.5300000002,2929.32999999998,2211.83,29140.660000000113,39.32356365975044,1.6480862428907226,11.930000000000152,Large,0.9862032369328735,620.36
1472,9552,M S WALKER INC,27145,Schmitt Sohne QbA,6.03,8.99,750.0,7450.0,44923.500000000284,7360.0,71068.40000000055,40641.05999999933,817.3300000000202,55551.819999999985,26144.900000000263,36.78836163470693,1.5819871559428829,6.030000000000038,Large,0.9879194630872483,542.7
1473,516,BANFI PRODUCTS CORP,23712,Bell'Agio Chianti Flask,6.8,9.99,750.0,6596.0,44852.79999999972,6594.0,68464.06000000033,37729.95999999935,732.7700000000156,8510.410000000002,23611.260000000613,34.48708709357946,1.5264166339671272,6.799999999999957,Large,0.9996967859308672,13.6
1474,3664,WILLIAM GRANT & SONS INC,8660,Drambuie Liqueur,9.69,12.99,375.0,4620.0,44767.799999999814,4511.0,56149.89000000004,31423.789999999557,1770.9899999999825,30234.42000000001,11382.09000000023,20.2709034692681,1.2542472491388963,9.68999999999996,Large,0.9764069264069264,1056.21
1475,2242,DELICATO VINEYARDS INC,25524,Z Alexander Brown Uncaged Ca,13.24,19.99,750.0,3380.0,44751.199999999924,2996.0,45340.03999999981,21870.609999999775,333.8300000000003,7982.649999999999,588.8399999998874,1.2987196305955835,1.0131580829117406,13.239999999999977,Large,0.8863905325443787,5084.16
1476,10754,PERFECTA WINES,12478,Commanderie Bargmn Prov Rose,10.96,16.99,750.0,4069.0,44596.23999999988,4239.0,79948.61000000015,32883.52999999969,473.120000000003,28720.52,35352.370000000265,44.21886759507163,1.7927208661537466,10.95999999999997,Large,1.0417793069550259,-1863.2
1477,4950,LATITUDE BEVERAGE COMPANY,16320,Ninety+Cellars Lot 42 Pnt Gr,5.84,8.99,750.0,7634.0,44582.56000000043,7395.0,69633.05000000013,28070.599999999504,825.4800000000112,1609.9999999999995,25050.489999999707,35.97500037697567,1.5618898959593048,5.840000000000056,Large,0.9686926905947079,1395.76
1478,12546,JIM BEAM BRANDS COMPANY,6670,Pinnacle Pineapple Vodka,7.24,9.99,750.0,6151.0,44533.23999999976,6113.0,65138.87000000088,49487.74000000006,4818.689999999919,123880.96999999999,20605.630000001125,31.63338571885089,1.4627022421903557,7.23999999999996,Large,0.9938221427410178,275.12
1479,516,BANFI PRODUCTS CORP,22079,C Y Toro Casa Diblo Cab Svgn,4.59,9.99,750.0,9700.0,44523.000000000226,8665.0,78070.78999999954,35686.21999999955,966.1100000000171,8510.410000000002,33547.78999999932,42.970988253096344,1.7534934752824192,4.590000000000023,Large,0.893298969072165,4750.65
1480,2000,SOUTHERN WINE & SPIRITS NE,19453,Wente Southern Hill Cab Svgn,9.65,16.99,750.0,4612.0,44505.80000000011,4557.0,65096.43000000027,36346.589999999545,506.3100000000052,19016.59,20590.630000000157,31.63096655223654,1.4626504860040737,9.650000000000023,Large,0.988074588031223,530.75
1481,1392,CONSTELLATION BRANDS INC,28579,R M Woodbridge Merlot Cal,3.24,7.99,750.0,13731.0,44488.43999999966,13525.0,78535.47000000055,27990.289999999353,1512.340000000025,79528.99,34047.030000000894,43.35242407029671,1.7653006039321935,3.2399999999999753,Large,0.9849974510232321,667.44
1482,9552,M S WALKER INC,31160,Monsanto Chianti Clsc RSV,13.24,21.99,750.0,3357.0,44446.67999999991,3290.0,72431.10000000024,39440.10999999968,365.7000000000003,55551.819999999985,27984.420000000326,38.635917444302564,1.6296177802256633,13.239999999999974,Large,0.9800417039022937,887.08
1483,5992,MCCORMICK DISTILLING CO,2912,Platte Valley KY Moonshine,12.87,16.99,750.0,3453.0,44440.110000000044,3346.0,56848.54000000016,45889.98999999969,2638.599999999986,1567.85,12408.430000000117,21.827174453381005,1.2792169056287237,12.870000000000013,Large,0.9690124529394729,1377.09
1484,4425,MARTIGNETTI COMPANIES,44072,Bogle Russian River Pnt Nr,7.23,10.99,750.0,6145.0,44428.350000000006,6072.0,68625.28000000033,37412.999999999396,674.9800000000103,144929.24,24196.930000000328,35.25949912335543,1.5446281484682713,7.230000000000001,Large,0.988120423108218,527.7900000000001
1485,12546,JIM BEAM BRANDS COMPANY,5489,DeKuyper Hot Damn Cinnamon,7.57,9.99,750.0,5869.0,44428.32999999963,5789.0,60202.110000000364,44493.24999999952,4562.729999999925,123880.96999999999,15773.780000000734,26.201374004998563,1.35503877818502,7.569999999999937,Large,0.9863690577611177,605.6
1486,4425,MARTIGNETTI COMPANIES,13963,Yellow Tail Pnt Nr,6.75,9.99,1500.0,6581.0,44421.75,6624.0,70965.76000000059,41829.99999999956,1478.8000000000281,144929.24,26544.01000000059,37.40396777262777,1.5975453465926173,6.75,Large,1.0065339614040418,-290.25
1487,17035,PERNOD RICARD USA,419,Absolut Citron,15.99,21.99,1000.0,2778.0,44420.21999999993,2811.0,58151.88999999994,35290.91999999969,2951.5499999999847,123780.21999999997,13731.670000000013,23.613454352042602,1.309131066888008,15.989999999999974,Large,1.011879049676026,-527.67
1488,4425,MARTIGNETTI COMPANIES,18951,Caymus Conundrum Red,12.07,17.99,750.0,3679.0,44405.52999999977,3529.0,80228.71000000036,37218.60999999971,393.1100000000017,144929.24,35823.18000000058,44.651322450529776,1.8067279007817443,12.069999999999938,Large,0.9592280511008426,1810.5
1489,7153,PINE STATE TRADING CO,14184,Ch M Vert Lussac St Emilion,8.72,14.99,750.0,5092.0,44402.23999999986,5341.0,73899.59000000058,40086.08999999947,593.760000000009,15884.819999999998,29497.35000000072,39.9154447270959,1.6643212144252364,8.719999999999972,Large,1.0489002356637864,-2171.28
1490,90032,LABELLE VYDS AND WINERY,12111,LaBelle Winery Cranberry,10.73,15.99,750.0,4131.0,44325.629999999976,4004.0,64023.96000000012,39495.29999999966,444.3600000000031,778.25,19698.330000000147,30.767122183632672,1.4444004518379132,10.729999999999993,Large,0.9692568385378842,1362.71
1491,4425,MARTIGNETTI COMPANIES,23129,Sensi 18K Prosecco,12.24,19.99,750.0,3620.0,44308.79999999993,3352.0,66119.48000000016,37177.13999999966,372.63000000000034,144929.24,21810.680000000226,32.986768800964825,1.4922426244899492,12.23999999999998,Large,0.9259668508287293,3280.32
1492,4425,MARTIGNETTI COMPANIES,25036,Albola Pinot Grigio,7.53,10.99,750.0,5883.0,44298.99000000015,5789.0,64481.990000000646,34868.92999999948,643.5000000000108,144929.24,20183.000000000495,31.30021266403269,1.4556085815952107,7.530000000000026,Large,0.9840217576066632,707.82
1493,9165,ULTRA BEVERAGE COMPANY LLP,44620,A to Z Ore Chard,10.73,15.99,750.0,4124.0,44250.52000000002,3741.0,51823.42999999999,25559.449999999724,416.41000000000247,68054.70000000003,7572.909999999974,14.612907713750278,1.1711371979357523,10.730000000000004,Large,0.9071290009699321,4109.59
1494,4425,MARTIGNETTI COMPANIES,44854,Duckhorn Merlot Napa,35.37,52.99,750.0,1250.0,44212.5,1223.0,62739.77000000009,39464.289999999906,135.5399999999997,144929.24,18527.27000000009,29.530344150130077,1.4190504947695808,35.37,Medium,0.9784,954.9899999999999
1495,8673,STE MICHELLE WINE ESTATES,46098,Ch Ste Michelle Rsl Dry Colu,6.03,8.99,750.0,7325.0,44169.750000000284,7205.0,69809.95000000038,34623.629999999364,802.5900000000125,15919.700000000003,25640.20000000009,36.72857522459184,1.58049230525416,6.030000000000038,Large,0.9836177474402731,723.6
1496,17031,FLAG HILL WINERY & VINEYARD,2083,Flag Hill Straight Bourbon,31.49,39.99,750.0,1400.0,44086.00000000001,1385.0,55386.15000000007,43029.239999999874,1091.9900000000039,1573.3099999999997,11300.15000000006,20.4024832923033,1.2563206006441967,31.490000000000006,Medium,0.9892857142857143,472.34999999999997
1497,1590,DIAGEO CHATEAU ESTATE WINES,8233,Beaulieu Cab Svgn Rutherford,17.31,24.99,750.0,2541.0,43984.71000000008,2302.0,54922.980000000054,28468.199999999804,1813.2699999999982,7259.75,10938.269999999975,19.91565279232839,1.2486834629579222,17.31000000000003,Large,0.9059425423061787,4137.09
1498,9165,ULTRA BEVERAGE COMPANY LLP,4283,Hochstadter's Slow and Low,13.84,20.99,750.0,3175.0,43942.00000000026,2834.0,57674.66000000019,45762.49999999984,2234.5999999999945,68054.70000000003,13732.65999999993,23.81056082515248,1.3125178644576907,13.840000000000083,Large,0.8925984251968504,4719.44
1499,6213,MHW LTD,5378,Galliano L'Autentico Liqueur,20.15,25.99,750.0,2180.0,43927.00000000005,2340.0,61586.60000000028,49597.16000000008,1845.3799999999997,9621.580000000002,17659.60000000023,28.674419435396903,1.4020215357297383,20.150000000000023,Large,1.073394495412844,-3224.0
1500,4425,MARTIGNETTI COMPANIES,37071,Caymus Conundrum White,11.56,16.99,750.0,3798.0,43904.88000000015,3359.0,76554.41000000034,43386.94999999973,373.01000000000124,144929.24,32649.530000000188,42.64879057914501,1.7436423923718747,11.56000000000004,Large,0.8844128488678251,5074.84
1501,660,SAZERAC NORTH AMERICA INC.,2149,Canadian Ltd Traveler,5.34,6.99,750.0,8219.0,43889.460000000516,8203.0,61361.97000000092,47950.009999999864,6467.419999999875,17932.329999999994,17472.510000000402,28.47449324068334,1.3981026424111893,5.340000000000063,Large,0.9980532911546417,85.44
1502,8004,SAZERAC CO INC,5090,El Charro Silver Tequila,10.23,12.99,750.0,4290.0,43886.7,4080.0,54853.20000000022,41520.1699999995,3216.2599999999666,50293.62000000002,10966.500000000226,19.992452582529697,1.2498820827266626,10.229999999999999,Large,0.951048951048951,2148.3
1503,12546,JIM BEAM BRANDS COMPANY,4414,Cruzan Pineapple Rum,7.93,9.99,750.0,5527.0,43829.11000000029,5422.0,54571.78000000001,34488.7599999994,4271.769999999955,123880.96999999999,10742.669999999722,19.685394172591984,1.2451035396338108,7.930000000000053,Large,0.9810023520897413,832.65
1504,4425,MARTIGNETTI COMPANIES,11456,Burgess Cab Svgn Napa,22.72,35.99,750.0,1926.0,43758.719999999936,1856.0,66261.44000000022,48955.30000000001,205.20999999999947,144929.24,22502.720000000285,33.96050553685554,1.5142453892618504,22.719999999999967,Large,0.9636552440290758,1590.3999999999999
1505,4425,MARTIGNETTI COMPANIES,450,Vincent Van Gogh Double Esp,19.52,24.99,750.0,2238.0,43685.76000000009,2075.0,51854.25000000002,37584.95999999972,1635.300000000001,144929.24,8168.4899999999325,15.752787862132669,1.186982897859621,19.52000000000004,Large,0.9271671134941912,3181.7599999999998
1506,11567,CAMPARI AMERICA,5128,Carolans Irish Cream,8.98,11.49,750.0,4860.0,43642.799999999945,4870.0,61104.300000000425,45915.519999999764,3839.2799999999515,20964.809999999998,17461.50000000048,28.576548622601617,1.4001003601968824,8.979999999999988,Large,1.0020576131687242,-89.80000000000001
1507,1392,CONSTELLATION BRANDS INC,26456,Ravenswood Vntnrs Blnd Chard,4.5,7.99,750.0,9690.0,43605.0,10153.0,74008.87000000078,28195.15999999974,1134.6200000000213,79528.99,30403.87000000078,41.08138659595865,1.697256507281293,4.5,Large,1.047781217750258,-2083.5
1508,1392,CONSTELLATION BRANDS INC,8455,R Mondavi Fume Bl Napa Vly,10.88,16.99,750.0,4005.0,43574.400000000074,2882.0,44623.17999999974,27092.4599999997,319.78999999999985,79528.99,1048.7799999996641,2.350303138412974,1.0240687192479911,10.880000000000019,Large,0.7196004993757803,12218.240000000002
1509,1655,FABRIZIA SPIRITS LLC,5669,Fabrizia Blood Orange,13.38,16.99,750.0,3254.0,43538.51999999992,2738.0,47194.619999999755,33598.449999999655,2158.2599999999984,1824.8900000000006,3656.0999999998385,7.746857586733101,1.0839739155120534,13.379999999999974,Large,0.8414259373079287,6904.080000000001
1510,7153,PINE STATE TRADING CO,6081,Kinky Blue Liqueur,1.46,1.99,50.0,29741.0,43421.85999999973,29607.0,58917.92999999947,20546.74999999845,1536.4600000000291,15884.819999999998,15496.069999999738,26.30111071451403,1.356872552212177,1.4599999999999909,Large,0.9954944352913486,195.64
1511,9165,ULTRA BEVERAGE COMPANY LLP,8262,Metcalfe's Vermont Maple,15.82,21.99,750.0,2744.0,43410.07999999953,2741.0,60193.59000000016,47066.58999999984,2161.1499999999983,68054.70000000003,16783.510000000628,27.882553607453193,1.386627023032457,15.819999999999828,Large,0.9989067055393586,47.46
1512,480,BACARDI USA INC,8130,Bacardi Superior Rum,0.93,1.29,50.0,46658.0,43391.93999999984,46626.0,60147.540000002096,14742.119999999639,2435.5500000000147,89286.26999999999,16755.600000002254,27.857498411409125,1.3861454454445299,0.9299999999999966,Large,0.9993141583436924,29.76
1513,1587,VINEYARD BRANDS INC,19934,Perrin Cotes du Rhone RSV Rg,6.7,9.99,750.0,6464.0,43308.80000000028,6453.0,64958.47000000013,31049.34999999946,718.7700000000087,6070.089999999999,21649.669999999853,33.328478949704035,1.4998907843209628,6.700000000000043,Large,0.9982982673267327,73.7
1514,17035,PERNOD RICARD USA,2648,Chivas Regal,12.21,16.49,375.0,3546.0,43296.65999999991,3529.0,57595.21000000003,41823.449999999546,1382.2099999999837,123780.21999999997,14298.55000000012,24.82593604572344,1.3302460282155748,12.209999999999974,Large,0.9952058657642414,207.57000000000002
1515,480,BACARDI USA INC,5560,Bacardi Mojito Cocktail,12.79,15.99,1750.0,3385.0,43294.14999999998,3418.0,59087.820000000225,45343.019999999815,6283.619999999995,89286.26999999999,15793.670000000246,26.729146548307565,1.3647991703267128,12.789999999999994,Large,1.0097488921713442,-422.07
1516,10754,PERFECTA WINES,37312,Salmon Run NY Pnt Nr,7.99,11.99,750.0,5417.0,43281.829999999936,4613.0,67373.07000000047,42422.500000000095,511.4500000000067,28720.52,24091.240000000536,35.75796679593251,1.5566132485618231,7.989999999999989,Large,0.8515783644083441,6423.96
1517,9552,M S WALKER INC,8135,Choco Lat Liqueur,8.45,10.99,750.0,5121.0,43272.45000000019,5135.0,56433.65000000011,41696.0599999993,4047.6199999999417,55551.819999999985,13161.199999999917,23.321546630423324,1.304147326994424,8.450000000000038,Large,1.0027338410466706,-118.29999999999998
1518,12546,JIM BEAM BRANDS COMPANY,5228,DeKuyper Wh Cr de Menthe,7.02,8.99,750.0,6155.0,43208.1000000001,6170.0,55468.30000000008,37578.19999999925,4862.009999999924,123880.96999999999,12260.199999999983,22.103075089735874,1.2837477232278196,7.0200000000000164,Large,1.0024370430544274,-105.3
1519,9165,ULTRA BEVERAGE COMPANY LLP,41530,Septima Malbec Mendoza,5.84,9.99,750.0,7397.0,43198.48000000039,7286.0,69163.14000000036,28961.659999999487,813.070000000014,68054.70000000003,25964.659999999974,37.5411816178384,1.60105494452582,5.840000000000052,Large,0.9849939164526159,648.24
1520,2000,SOUTHERN WINE & SPIRITS NE,38946,Bully Hill Sweet Walter Rd,5.59,8.99,750.0,7711.0,43104.49000000053,7522.0,70914.78000000038,35615.01999999932,837.4500000000144,19016.59,27810.289999999848,39.21649337415938,1.6451831352139767,5.590000000000068,Large,0.975489560368305,1056.51
1521,3664,WILLIAM GRANT & SONS INC,4764,Flor de Cana Gran Rsv Rum,14.81,23.99,750.0,2910.0,43097.100000000166,2858.0,58883.420000000144,40308.48999999965,2252.1399999999967,30234.42000000001,15786.319999999978,26.809448228380656,1.3662965721591456,14.810000000000057,Large,0.9821305841924398,770.12
1522,3252,E & J GALLO WINERY,17875,Darkhorse Chard,5.44,7.99,750.0,7922.0,43095.67999999977,7384.0,58998.16000000005,24896.839999999494,823.9900000000123,61966.909999999996,15902.48000000028,26.954196537655186,1.3690040393840024,5.439999999999971,Large,0.9320878566018682,2926.7200000000003
1523,7245,PROXIMO SPIRITS INC.,8442,1800 Silver Tequila,9.32,14.49,375.0,4624.0,43095.679999999724,4550.0,63983.50000000046,51364.620000000046,1781.2699999999695,38994.78000000001,20887.820000000735,32.64563520282665,1.4846847758290591,9.31999999999994,Large,0.9839965397923875,689.6800000000001
1524,4425,MARTIGNETTI COMPANIES,28092,Cline Ancient Vin Znfdl,9.67,14.99,750.0,4456.0,43089.52000000019,4360.0,67115.40000000031,38794.80999999954,484.0100000000048,144929.24,24025.88000000012,35.79786457355541,1.5575805903616473,9.670000000000043,Large,0.9784560143626571,928.3199999999999
1525,4425,MARTIGNETTI COMPANIES,21317,Bartenura Moscato,9.33,13.99,750.0,4618.0,43085.93999999983,4564.0,63850.36000000019,30456.22999999963,508.6600000000043,144929.24,20764.420000000362,32.52044311104949,1.4819303002325224,9.329999999999963,Large,0.9883066262451278,503.82
1526,12546,JIM BEAM BRANDS COMPANY,2159,Connemara Irish Whiskey,30.53,39.99,750.0,1410.0,43047.30000000007,1295.0,54672.050000000076,45184.29999999993,1021.4700000000032,123880.96999999999,11624.750000000007,21.26269272873432,1.2700459726858593,30.530000000000047,Medium,0.9184397163120568,3510.9500000000003
1527,3960,DIAGEO NORTH AMERICA INC,1489,Crown Royal Cornerstone Blnd,47.99,59.99,750.0,896.0,42999.04,859.0,51531.41000000003,25435.759999999933,676.7700000000002,257032.07000000007,8532.370000000032,16.557610203175162,1.1984316394040433,47.99,Medium,0.9587053571428571,1775.63
1528,8004,SAZERAC CO INC,2686,AnCnoc 12 Yr Old Scotch,26.8,37.99,750.0,1602.0,42933.600000000086,1517.0,58483.83000000015,49649.11,1196.8200000000058,50293.62000000002,15550.230000000061,26.588939199091477,1.3621925484934883,26.800000000000054,Large,0.9469413233458177,2278.0
1529,653,STATE WINE & SPIRITS,12697,Tapiz Malbec Mendoza,7.79,11.99,750.0,5509.0,42915.11000000011,5303.0,63582.97000000004,21102.399999999736,593.9000000000033,8014.98,20667.859999999928,32.50533908686542,1.4815986723557244,7.79000000000002,Large,0.9626066436739881,1604.74
1530,17035,PERNOD RICARD USA,3617,Olmeca Altos Reposado,15.82,21.99,750.0,2712.0,42903.839999999545,2972.0,65354.28000000055,54007.44000000028,2344.2199999999893,123780.21999999997,22450.440000001006,34.35190472605745,1.523273441258434,15.819999999999832,Large,1.0958702064896755,-4113.2
1531,3252,E & J GALLO WINERY,18107,Barefoot Cellars Pink Moscat,3.22,6.29,750.0,13320.0,42890.39999999949,13445.0,78936.15000000232,37582.85000000044,1498.6100000000415,61966.909999999996,36045.75000000283,45.66443891677231,1.8404153376980223,3.219999999999962,Large,1.0093843843843844,-402.5
1532,9165,ULTRA BEVERAGE COMPANY LLP,7986,Sapling Vermont Maple Liquer,22.38,29.99,750.0,1915.0,42857.69999999989,1870.0,55069.29999999999,43009.41999999978,1474.5800000000065,68054.70000000003,12211.6000000001,22.17496863043493,1.2849336291961568,22.379999999999942,Large,0.9765013054830287,1007.0999999999999
1533,9165,ULTRA BEVERAGE COMPANY LLP,38549,Stemmari Nero D'Avola,4.82,6.99,750.0,8884.0,42820.8799999996,8782.0,66708.18000000034,25524.73999999945,980.790000000017,68054.70000000003,23887.300000000745,35.808651952430154,1.5578423423339494,4.819999999999955,Large,0.9885186852769023,491.64000000000004
1534,4425,MARTIGNETTI COMPANIES,10239,Cannonball Cab Svgn Cal,9.08,14.99,750.0,4712.0,42784.959999999825,4842.0,71724.58000000045,38013.48999999954,538.5800000000063,144929.24,28939.62000000063,40.34825996889831,1.6763970329760913,9.079999999999963,Large,1.0275891341256367,-1180.4
1535,4425,MARTIGNETTI COMPANIES,15232,Flowers Pnt Nr Sonoma Coast,29.99,49.99,750.0,1422.0,42645.779999999955,1607.0,75763.9300000001,39446.669999999845,178.87999999999977,144929.24,33118.15000000014,43.71229158783091,1.7765868041339652,29.98999999999997,Medium,1.130098452883263,-5548.15
1536,4425,MARTIGNETTI COMPANIES,21004,Castle Rock Pnt Nr Carneros,5.19,7.99,750.0,8197.0,42542.429999999964,8151.0,65126.490000000136,17354.2799999997,913.2500000000094,144929.24,22584.060000000172,34.67722581087991,1.5308596617541639,5.189999999999996,Large,0.9943881908015128,238.74
1537,3960,DIAGEO NORTH AMERICA INC,3315,Smirnoff Sorbet Rasp/Pomegra,0.74,0.99,50.0,57430.0,42498.20000000015,55546.0,54990.53999999902,12829.40999999858,2900.8999999999915,257032.07000000007,12492.339999998869,22.71725282202919,1.293949861405867,0.7400000000000027,Large,0.9671948458993558,1394.16
1538,653,STATE WINE & SPIRITS,38772,Rob Stuart Big Fire Pnt Nr,10.96,17.99,750.0,3868.0,42393.27999999999,3739.0,64140.61000000029,36208.85999999962,415.3800000000031,8014.98,21747.3300000003,33.90571121790111,1.5129900304954065,10.959999999999997,Large,0.9666494312306101,1413.8400000000001
1539,3960,DIAGEO NORTH AMERICA INC,825,Johnnie Walker Black Label,29.99,41.99,1000.0,1413.0,42375.86999999998,1446.0,60717.540000000045,31324.53999999987,1518.3000000000006,257032.07000000007,18341.670000000064,30.208190252767242,1.4328328834310675,29.989999999999988,Medium,1.0233545647558386,-989.67
1540,7153,PINE STATE TRADING CO,10579,High Note Malbec Mendoza,6.62,9.99,750.0,6397.0,42348.139999999956,5485.0,59715.349999999926,31844.57999999968,609.5300000000084,15884.819999999998,17367.20999999997,29.083326146459815,1.4101056150281923,6.619999999999993,Large,0.8574331717992809,6037.4400000000005
1541,7239,REMY COINTREAU USA INC,4091,Mount Gay Black Barrel Rum,21.7,27.99,750.0,1949.0,42293.30000000005,1877.0,52705.230000000105,40875.449999999735,1480.1400000000028,16978.669999999995,10411.930000000058,19.755022414284195,1.246183910926791,21.700000000000024,Large,0.9630579784504875,1562.3999999999999
1542,7153,PINE STATE TRADING CO,25711,Alexander Vly Vyd Cab Svgn,9.73,16.99,750.0,4346.0,42286.579999999936,3918.0,63030.81999999995,23640.43999999977,437.8900000000013,15884.819999999998,20744.240000000013,32.911264679723395,1.49056319995611,9.729999999999986,Large,0.9015186378278877,4164.4400000000005
1543,3252,E & J GALLO WINERY,13489,Don Miguel Gascon Malbec Rsv,12.83,18.99,750.0,3295.0,42274.85000000021,3234.0,61413.66000000012,33916.13999999969,359.53000000000105,61966.909999999996,19138.80999999991,31.163767148871884,1.4527233094854226,12.830000000000064,Large,0.9814871016691957,782.63
1544,7240,"PREMIUM PORT WINES, INC.",8265,Cockburns Fine Ruby Port,6.89,9.99,750.0,6126.0,42208.14000000017,6058.0,60519.42000000023,36123.839999999356,672.1300000000126,301.2,18311.280000000064,30.256866308368448,1.4338329052168608,6.890000000000027,Large,0.9888997714658831,468.52
1545,12546,JIM BEAM BRANDS COMPANY,3367,Pinnacle Pomegranate Vodka,7.57,10.99,750.0,5567.0,42142.18999999971,5434.0,58063.66000000031,40339.2599999993,4282.2699999999395,123880.96999999999,15921.470000000598,27.420713747635805,1.3778035740430363,7.569999999999948,Large,0.9761092150170648,1006.8100000000001
1546,6785,PALM BAY INTERNATIONAL INC,43365,Cavit Riesling Trentino,6.89,9.99,1500.0,6112.0,42111.6799999995,6215.0,68002.49000000012,37987.719999999434,1389.1400000000185,13605.409999999998,25890.810000000623,38.07332643260648,1.6148130399927272,6.889999999999918,Large,1.0168520942408377,-709.67
1547,9819,TREASURY WINE ESTATES,23523,19 Crimes Cab Svgn,6.57,9.99,750.0,6407.0,42093.989999999685,6158.0,63682.42000000006,31208.869999999486,685.870000000009,14836.570000000005,21588.43000000037,33.9001407295771,1.512862525030308,6.5699999999999505,Large,0.9611362572186671,1635.93
1548,1392,CONSTELLATION BRANDS INC,6329,R M Woodbridge Wh Znfdl Cal,6.2,8.99,1500.0,6772.0,41986.39999999983,6750.0,68419.50000000045,36362.51999999935,1509.600000000024,79528.99,26433.100000000624,38.63386899933564,1.6295633824286133,6.199999999999974,Large,0.996751329001772,136.4
1549,9165,ULTRA BEVERAGE COMPANY LLP,27596,MezzaCorona Pnt Grigio,5.16,7.89,750.0,8092.0,41754.719999999455,8086.0,67019.54000000044,32405.899999999438,900.7100000000197,68054.70000000003,25264.82000000099,37.697692344651756,1.60507698291358,5.159999999999933,Large,0.9992585269401878,30.96
1550,8112,MOET HENNESSY USA INC,27801,Moet & Chandon Nectar Imper,31.29,45.99,750.0,1334.0,41740.86000000003,1284.0,59051.160000000025,38999.51999999985,142.3799999999997,48347.26,17310.299999999996,29.314072746411735,1.414708753006047,31.290000000000024,Medium,0.9625187406296851,1564.5
1551,3960,DIAGEO NORTH AMERICA INC,3987,Smirnoff Peppermint Twist,8.65,12.99,750.0,4824.0,41727.60000000004,5170.0,57574.299999999894,23831.629999999655,4071.4099999999894,257032.07000000007,15846.699999999852,27.52391257904982,1.3797654310336525,8.65000000000001,Large,1.0717247097844114,-2992.9
1552,10000,MAJESTIC FINE WINES,12109,La Crema Pnt Nr Monterey,12.33,20.99,750.0,3381.0,41687.729999999894,3177.0,61101.23000000006,29764.539999999735,353.86000000000075,17587.59,19413.500000000167,31.772682808513263,1.4656885851064623,12.329999999999968,Large,0.9396628216503993,2515.32
1553,480,BACARDI USA INC,2672,Dewars White Label,1.8,2.29,50.0,23159.0,41686.19999999987,22276.0,51012.04000000133,16275.029999999773,1157.1400000000199,89286.26999999999,9325.840000001459,18.281644882269394,1.223715282275705,1.7999999999999945,Large,0.9618722742778185,1589.4
1554,1392,CONSTELLATION BRANDS INC,28260,Nathanson Creek Chard,5.19,9.99,1500.0,8024.0,41644.559999999554,8091.0,65531.089999999924,24130.239999999514,1815.7200000000198,79528.99,23886.53000000037,36.4506831795418,1.5735810391561498,5.189999999999944,Large,1.0083499501495514,-347.73
1555,1128,BROWN-FORMAN CORP,5298,Southern Comfort 100 Proof,12.77,16.99,750.0,3258.0,41604.65999999998,2584.0,45346.15999999975,36740.069999999614,2037.8599999999974,68601.68000000001,3741.499999999767,8.250974283158238,1.0899298299757711,12.769999999999994,Large,0.7931246163290362,8606.98
1556,9206,PHILLIPS PRODUCTS CO.,1746,Tomatin 12 Yr Old Scotch,19.99,26.99,750.0,2081.0,41599.19,2030.0,62703.70000000025,51078.53000000007,1601.060000000004,2211.83,21104.51000000025,33.65751941273029,1.5073298302202578,19.990000000000002,Large,0.9754925516578568,1019.4899999999999
