,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,StockTurnover,UnsoldInventoryValue
5856,9165,ULTRA BEVERAGE COMPANY LLP,23381,Pacifica Cab Svgn/Merlot 11,11.76,17.99,750.0,84.0,987.8399999999999,407.0,7321.929999999997,2986.340000000001,45.36999999999999,68054.70000000003,6334.0899999999965,86.50847522442852,7.412060657596369,11.76,Small,4.845238095238095,-3798.48
5857,4425,MARTIGNETTI COMPANIES,21407,Bartenura Ovidia Est Chianti,9.14,13.99,750.0,108.0,987.12,147.0,2056.5300000000007,1161.1700000000005,16.320000000000007,144929.24,1069.4100000000008,52.00070020860383,2.083363724775104,9.14,Medium,1.3611111111111112,-356.46000000000004
5858,4425,MARTIGNETTI COMPANIES,22740,C&P Breton Chinon St Louand,16.44,24.99,750.0,60.0,986.4,41.0,1024.5900000000001,674.7300000000001,4.540000000000002,144929.24,38.19000000000017,3.727344596375151,1.0387165450121656,16.44,Small,0.6833333333333333,312.36
5859,2000,SOUTHERN WINE & SPIRITS NE,18762,Villadoria Barolo,27.39,39.99,750.0,36.0,986.04,36.0,1439.64,39.99,4.05,19016.59,453.60000000000014,31.507876969242314,1.4600219058050385,27.39,Small,1.0,0.0
5860,3252,E & J GALLO WINERY,43546,Carlo Rossi RSV Merlot Cal,10.8,15.99,4000.0,91.0,982.8000000000003,74.0,1183.2600000000002,415.74,44.39999999999999,61966.909999999996,200.45999999999992,16.941331575477907,1.203968253968254,10.800000000000002,Medium,0.8131868131868132,183.60000000000002
5861,660,SAZERAC NORTH AMERICA INC.,104,Mr Boston Wild Cherry Brandy,6.42,8.79,1000.0,153.0,982.2599999999999,166.0,1459.1400000000003,1151.4900000000002,174.2999999999999,17932.329999999994,476.88000000000045,32.68226489576054,1.4854926394233712,6.419999999999999,Medium,1.0849673202614378,-83.46
5862,10754,PERFECTA WINES,25383,Von Winning Riesling Pfalz,12.74,18.99,750.0,77.0,980.98,148.0,2680.520000000001,1896.9400000000005,16.380000000000006,28720.52,1699.5400000000009,63.40336949547104,2.732491997798121,12.74,Small,1.922077922077922,-904.54
5863,9744,FREDERICK WILDMAN & SONS,27131,Santi Amarone Proemio 06,32.67,49.99,750.0,30.0,980.1,22.0,1099.78,849.83,2.4300000000000006,3999.9299999999994,119.67999999999995,10.882176435287052,1.1221099887766555,32.67,Small,0.7333333333333333,261.36
5864,3252,E & J GALLO WINERY,10724,Canyon Rd Wh Znfdl,3.15,4.79,750.0,311.0,979.6499999999997,327.0,1566.3300000000002,325.7200000000001,36.7,61966.909999999996,586.6800000000004,37.4557085671602,1.598866942275303,3.149999999999999,Medium,1.0514469453376205,-50.4
5865,4425,MARTIGNETTI COMPANIES,20883,Quinta do Noval Port 11,61.22,89.99,750.0,16.0,979.52,38.0,3419.62,2609.71,4.2,144929.24,2440.1,71.35588164766845,3.4911180986605683,61.22,Small,2.375,-1346.84
5866,4425,MARTIGNETTI COMPANIES,6774,Sorel Artisan Liqueur,19.99,24.99,750.0,49.0,979.51,72.0,1799.2800000000002,1124.5500000000002,56.77999999999998,144929.24,819.7700000000002,45.56100217864925,1.836918459229615,19.99,Small,1.469387755102041,-459.77
5867,3960,DIAGEO NORTH AMERICA INC,364,Ciroc Peach Vodka,5.83,7.99,200.0,168.0,979.4399999999999,229.0,1769.7100000000005,655.1700000000003,48.090000000000046,257032.07000000007,790.2700000000006,44.655339010346346,1.8068590214816636,5.83,Medium,1.3630952380952381,-355.63
5868,1650,Circa Wines,19252,Camp Cab Svgn Sonoma County,10.2,14.99,750.0,96.0,979.1999999999999,73.0,1167.27,111.92999999999999,8.21,211.96999999999997,188.07000000000005,16.111953532601717,1.1920649509803922,10.2,Medium,0.7604166666666666,234.6
5869,4425,MARTIGNETTI COMPANIES,11187,Phillips Rapture Cab Svgn,37.66,56.99,750.0,26.0,979.16,92.0,5209.079999999998,2890.49,10.220000000000002,144929.24,4229.919999999998,81.20282276332864,5.319947710282281,37.66,Small,3.5384615384615383,-2485.56
5870,4425,MARTIGNETTI COMPANIES,17431,Rhiannon Proprietor's Red,7.09,10.99,750.0,138.0,978.4200000000001,119.0,1307.81,329.69999999999993,13.35,144929.24,329.3899999999999,25.18638028459791,1.3366550152286338,7.090000000000001,Medium,0.8623188405797102,134.71
5871,10754,PERFECTA WINES,13442,Puydeval VDP D'Oc Red Blend,11.64,16.99,750.0,84.0,977.76,67.0,1138.33,186.89,7.540000000000001,28720.52,160.56999999999994,14.105751407764,1.1642223040418915,11.64,Small,0.7976190476190477,197.88
5872,12546,JIM BEAM BRANDS COMPANY,882,DeKuyper Hot Damn Cinnamon,10.39,12.99,1000.0,94.0,976.6600000000001,146.0,1896.5400000000009,1584.7800000000007,153.29999999999995,123880.96999999999,919.8800000000008,48.50306347348331,1.9418630843896552,10.39,Medium,1.553191489361702,-540.28
5873,3960,DIAGEO NORTH AMERICA INC,240,Capt Morgan Tattoo,14.99,20.99,1000.0,65.0,974.35,63.0,1322.3700000000001,860.5900000000001,66.15,257032.07000000007,348.0200000000001,26.31789892390179,1.3571817108841793,14.99,Small,0.9692307692307692,29.98
5874,2242,DELICATO VINEYARDS INC,23403,La Merika Pnt Grigio Montery,6.16,8.99,750.0,158.0,973.28,520.0,4674.800000000002,1923.8600000000013,57.96999999999998,7982.649999999999,3701.5200000000023,79.1802857876273,4.803139898076609,6.16,Medium,3.2911392405063293,-2229.92
5875,9552,M S WALKER INC,21008,Cenyth Sonoma Red,33.55,49.99,750.0,29.0,972.95,38.0,2049.62,1124.79,4.210000000000001,55551.819999999985,1076.6699999999998,52.530225114899345,2.1066036281412197,33.550000000000004,Small,1.3103448275862069,-301.95
5876,9552,M S WALKER INC,39797,Steele Catfish Znfdl,16.21,23.99,750.0,60.0,972.6,48.0,1065.5200000000002,489.7800000000001,5.36,55551.819999999985,92.92000000000019,8.720624671521902,1.0955377339091097,16.21,Small,0.8,194.52
5877,4425,MARTIGNETTI COMPANIES,44705,J Lohr Osos Rest Cve Merlot,8.99,13.49,750.0,108.0,970.92,117.0,1578.33,242.82,13.140000000000002,144929.24,607.41,38.484347379825515,1.6256025213199852,8.99,Medium,1.0833333333333333,-80.91
5878,3252,E & J GALLO WINERY,28313,Gallo Copperidge Merlot Cal,2.71,3.99,750.0,358.0,970.18,358.0,1428.42,127.68000000000005,40.260000000000005,61966.909999999996,458.2400000000001,32.080200501253145,1.4723247232472325,2.71,Medium,1.0,0.0
5879,1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,74.62,99.99,750.0,13.0,970.0600000000001,89.0,8329.109999999997,7219.229999999997,70.23999999999997,68601.68000000001,7359.0499999999965,88.35337749171279,8.586180236274041,74.62,Small,6.846153846153846,-5671.120000000001
5880,3960,DIAGEO NORTH AMERICA INC,912,Smirnoff Vanilla Vodka,11.15,14.49,1000.0,87.0,970.05,97.0,1405.5300000000007,1101.2400000000005,101.84999999999997,257032.07000000007,435.4800000000007,30.98333013169413,1.44892531312819,11.15,Medium,1.1149425287356323,-111.5
5881,6785,PALM BAY INTERNATIONAL INC,26706,Feudi Di San Gregorio Tauras,16.12,24.99,750.0,60.0,967.2,47.0,1174.5300000000002,774.69,5.23,13605.409999999998,207.33000000000015,17.652167249878687,1.214361042183623,16.12,Small,0.7833333333333333,209.56
5882,4425,MARTIGNETTI COMPANIES,12097,Felino Vina Cobos Cab Svgn,13.42,19.99,750.0,72.0,966.2399999999999,72.0,1439.28,119.94,8.100000000000001,144929.24,473.0400000000001,32.86643321660831,1.4895678092399405,13.419999999999998,Small,1.0,0.0
5883,9552,M S WALKER INC,20748,Terrasole 07 Brunelo d Montl,34.48,49.99,750.0,28.0,965.44,330.0,16496.699999999975,10247.949999999979,36.609999999999985,55551.819999999985,15531.259999999975,94.14767802045256,17.087234835929706,34.480000000000004,Small,11.785714285714286,-10412.96
5884,4425,MARTIGNETTI COMPANIES,26003,Notorious Pink Grenache Rose,11.61,17.99,750.0,83.0,963.6299999999999,67.0,1205.3300000000002,377.79,7.48,144929.24,241.70000000000027,20.052599702985923,1.2508224110913944,11.61,Small,0.8072289156626506,185.76
5885,8664,"STOLI GROUP,(USA) LLC",3092,Stolichnaya 100* Vodka,13.38,16.99,750.0,72.0,963.3599999999999,89.0,1957.1100000000004,615.7200000000001,70.05,18544.489999999998,993.7500000000005,50.77639989576469,2.0315458395615353,13.379999999999999,Small,1.2361111111111112,-227.46
5886,11567,CAMPARI AMERICA,3928,Barcraft Watermelon Fresca V,9.52,15.99,750.0,101.0,961.52,525.0,6294.749999999998,3920.7300000000027,413.7800000000002,20964.809999999998,5333.229999999998,84.72504865165415,6.546665695981361,9.52,Medium,5.198019801980198,-4036.48
5887,4425,MARTIGNETTI COMPANIES,945,Vincent Van Gogh Pineapple,20.43,27.99,750.0,47.0,960.21,43.0,1203.5700000000002,1119.6000000000001,33.959999999999994,144929.24,243.36000000000013,20.219845958274142,1.2534445590027183,20.43,Small,0.9148936170212766,81.72
5888,9552,M S WALKER INC,21622,Lima Loureiro Vino Verde DOC,5.8,10.99,750.0,165.0,957.0000000000001,160.0,1640.4000000000008,1152.8800000000006,17.710000000000008,55551.819999999985,683.4000000000007,41.66057059253843,1.714106583072101,5.800000000000001,Medium,0.9696969696969697,29.0
5889,90047,CRUSH WINES,22661,Iron Horse Est Brut Rose,30.82,47.99,750.0,31.0,955.42,61.0,1722.3900000000003,985.71,6.800000000000002,1457.7299999999998,766.9700000000004,44.52940390968365,1.80275690272341,30.82,Small,1.967741935483871,-924.6
5890,8664,"STOLI GROUP,(USA) LLC",3841,Stolichnaya Citros Vodka,15.14,19.99,1000.0,63.0,953.8199999999999,52.0,1039.48,399.8,54.6,18544.489999999998,85.66000000000008,8.240658790933935,1.0898073011679354,15.139999999999999,Small,0.8253968253968254,166.54000000000002
5891,4425,MARTIGNETTI COMPANIES,23662,Dom Cachot Monot Ct Nuits,17.99,26.99,750.0,53.0,953.4699999999999,168.0,4534.319999999996,2483.0800000000004,18.659999999999993,144929.24,3580.8499999999963,78.97215017907865,4.755597973717051,17.99,Small,3.169811320754717,-2068.85
5892,8892,TRINCHERO FAMILY ESTATES,33209,Sycamore Lane Cab Svgn Cal,3.46,5.29,750.0,275.0,951.4999999999999,272.0,1438.88,174.57,30.54,11595.970000000003,487.3800000000002,33.872178360947416,1.5122228060956389,3.4599999999999995,Medium,0.9890909090909091,10.379999999999999
5893,1590,DIAGEO CHATEAU ESTATE WINES,42672,Orogeny Pnt Nr Sonoma,25.67,37.99,750.0,37.0,949.7900000000001,33.0,1253.67,265.93,3.7,7259.75,303.88,24.239233610120685,1.3199444087640426,25.67,Small,0.8918918918918919,102.68
5894,8673,STE MICHELLE WINE ESTATES,18173,Seven Falls Chard,7.18,10.99,750.0,132.0,947.76,93.0,1022.0700000000002,252.76999999999992,10.440000000000003,15919.700000000003,74.31000000000017,7.270539199859124,1.0784059255507725,7.18,Medium,0.7045454545454546,280.02
5895,9552,M S WALKER INC,18309,Grandial Brut Blanc de Blanc,6.57,9.99,750.0,144.0,946.0800000000003,121.0,1208.7900000000002,369.63000000000005,13.54,55551.819999999985,262.7099999999999,21.73330355148536,1.2776826484018262,6.570000000000002,Medium,0.8402777777777778,151.11
5896,3252,E & J GALLO WINERY,46166,Barefoot Wh Znfdl Cal,4.3,6.49,187.0,220.0,945.9999999999998,211.0,1369.3899999999999,311.5199999999999,5.989999999999998,61966.909999999996,423.3900000000001,30.918146035826183,1.447558139534884,4.299999999999999,Medium,0.9590909090909091,38.699999999999996
5897,3252,E & J GALLO WINERY,18561,Carlo Rossi Moscato Sangria,10.06,14.99,4000.0,94.0,945.64,89.0,1334.1100000000006,959.3600000000004,53.40000000000002,61966.909999999996,388.4700000000006,29.118288596892345,1.4108011505435478,10.06,Medium,0.9468085106382979,50.300000000000004
5898,9552,M S WALKER INC,20771,Chehalem Ridge Crest Vyds Pn,27.81,59.99,750.0,34.0,945.54,78.0,3275.2200000000003,1721.5900000000001,8.66,55551.819999999985,2329.6800000000003,71.13048894425414,3.4638619201726,27.81,Small,2.2941176470588234,-1223.6399999999999
5899,9552,M S WALKER INC,13808,Tiziano Pnt Gr Delle Venezie,7.94,11.99,750.0,119.0,944.8599999999999,107.0,1282.9299999999998,167.85999999999999,12.020000000000001,55551.819999999985,338.06999999999994,26.35139875129586,1.3577990390110704,7.9399999999999995,Medium,0.8991596638655462,95.28
5900,3252,E & J GALLO WINERY,14627,Carlo Rossi Sweet Red,9.93,14.99,4000.0,95.0,943.3500000000003,93.0,1394.0700000000002,629.5800000000002,55.80000000000001,61966.909999999996,450.7199999999999,32.33123157373732,1.4777866115439655,9.930000000000003,Medium,0.9789473684210527,19.86
5901,9165,ULTRA BEVERAGE COMPANY LLP,12378,Pacific Rim Organic Riesling,8.72,12.99,750.0,108.0,941.76,86.0,1117.14,519.6000000000001,9.579999999999998,68054.70000000003,175.3800000000001,15.699017133036156,1.1862257900101938,8.72,Medium,0.7962962962962963,191.84
5902,4425,MARTIGNETTI COMPANIES,24964,Ch Jean de Gue Lalande de Po,26.14,39.99,750.0,36.0,941.04,94.0,3759.0600000000004,1719.5700000000002,10.469999999999999,144929.24,2818.0200000000004,74.96608194601842,3.994580464167305,26.14,Small,2.611111111111111,-1516.1200000000001
5903,4425,MARTIGNETTI COMPANIES,46583,Errazuriz Max Fndrs RSV,47.05,99.99,750.0,20.0,941.0,58.0,4175.42,2015.7199999999998,6.470000000000001,144929.24,3234.42,77.46334500481389,4.43721572794899,47.05,Small,2.9,-1787.8999999999999
5904,10754,PERFECTA WINES,18740,Robert Sinskey Aries Pnt Nr,19.6,30.99,750.0,48.0,940.8,97.0,3134.0300000000007,1835.44,10.79,28720.52,2193.2300000000005,69.98114249065898,3.3312393707483,19.599999999999998,Small,2.0208333333333335,-960.4000000000001
5905,4425,MARTIGNETTI COMPANIES,3440,VanGogh Acai Blueberry Vodka,22.39,27.99,750.0,42.0,940.3800000000001,51.0,1427.49,923.6700000000001,40.19,144929.24,487.1099999999999,34.1235315133556,1.517992726344669,22.390000000000004,Small,1.2142857142857142,-201.51
5906,4425,MARTIGNETTI COMPANIES,26080,Nickel & Nickel Stiling Vyd,30.32,46.99,750.0,31.0,939.92,27.0,1268.73,939.8000000000001,2.97,144929.24,328.81000000000006,25.91646764875112,1.3498276449059494,30.32,Small,0.8709677419354839,121.28
5907,9552,M S WALKER INC,36370,McWilliams Hanwood Est Chard,4.63,11.99,750.0,203.0,939.89,339.0,2369.6100000000006,943.6500000000005,37.88000000000001,55551.819999999985,1429.7200000000007,60.33566705069612,2.5211567311068324,4.63,Medium,1.6699507389162562,-629.68
5908,6213,MHW LTD,835,Bols Creme De Noyaux,7.57,9.99,1000.0,124.0,938.6800000000002,111.0,1108.89,149.85,116.54999999999998,9621.580000000002,170.20999999999992,15.34958381805228,1.1813291004389141,7.570000000000001,Medium,0.8951612903225806,98.41
5909,9815,WINE GROUP INC,13872,Yosemite Road Chard,2.37,3.49,750.0,396.0,938.52,360.0,1256.4,41.88000000000001,40.5,27100.409999999996,317.8800000000001,25.300859598853876,1.3387034906022248,2.37,Medium,0.9090909090909091,85.32000000000001
5910,9165,ULTRA BEVERAGE COMPANY LLP,5970,St George Spiced Pear Liquer,21.8,28.99,750.0,43.0,937.3999999999999,34.0,985.6600000000001,695.76,26.77,68054.70000000003,48.26000000000022,4.896211675425625,1.0514828248346493,21.799999999999997,Small,0.7906976744186046,196.20000000000002
5911,10754,PERFECTA WINES,35755,Ken Wright Canary Hill Pnt N,37.41,54.99,750.0,25.0,935.25,35.0,1924.6499999999999,1154.79,3.89,28720.52,989.3999999999999,51.4067492790897,2.057898957497995,37.41,Small,1.4,-374.09999999999997
5912,4425,MARTIGNETTI COMPANIES,21386,Segal's Cab Svgn Spcl Rsv Ga,13.54,20.99,750.0,69.0,934.26,268.0,5625.3200000000015,2392.8600000000006,29.919999999999998,144929.24,4691.060000000001,83.39187815093186,6.021150429216708,13.54,Small,3.8840579710144927,-2694.46
5913,1650,Circa Wines,18359,Domaine de la Damase Rhone,9.73,14.99,750.0,96.0,934.08,72.0,1043.28,86.94,8.100000000000001,211.96999999999997,109.19999999999993,10.466988727858286,1.1169064748201438,9.73,Medium,0.75,233.52
5914,200,AMERICAN SPIRITS EXCHANGE,20789,Zin-phomaniac Znfdl,9.73,14.99,750.0,96.0,934.08,84.0,1511.16,287.84000000000003,9.430000000000003,6.19,577.08,38.18788215675376,1.6178057553956835,9.73,Medium,0.875,116.76
5915,4425,MARTIGNETTI COMPANIES,41984,Ridge Ponzo Vyds Znfdl,19.86,28.99,750.0,47.0,933.4199999999998,76.0,2275.2400000000002,1224.5900000000001,8.46,144929.24,1341.8200000000004,58.97487737557358,2.437530800711363,19.859999999999996,Small,1.6170212765957446,-575.9399999999999
5916,9552,M S WALKER INC,298,Old Mexico Blanco Tequila,6.06,8.49,1000.0,154.0,933.2400000000002,138.0,1171.62,399.0300000000001,144.89999999999998,55551.819999999985,238.37999999999965,20.34618733036306,1.255432686125755,6.060000000000001,Medium,0.8961038961038961,96.96
5917,9552,M S WALKER INC,15542,Tiziano Prosecco,11.1,16.99,750.0,84.0,932.4000000000001,90.0,1529.1000000000004,1002.4100000000003,9.98,55551.819999999985,596.7000000000003,39.02295467922308,1.6399613899613903,11.100000000000001,Small,1.0714285714285714,-66.6
5918,90024,VINILANDIA USA,25302,Barrique Chard,11.1,16.99,750.0,84.0,932.4000000000001,61.0,1036.3899999999999,101.94,6.86,2802.6400000000003,103.98999999999978,10.033867559509432,1.1115293865293863,11.100000000000001,Small,0.7261904761904762,255.29999999999998
5919,9552,M S WALKER INC,42158,Mulderbosch Rose Cab Svgn,7.28,10.99,750.0,128.0,931.84,107.0,1357.93,485.62,11.950000000000001,55551.819999999985,426.09000000000003,31.377906077632865,1.4572566105769231,7.28,Medium,0.8359375,152.88
5920,10754,PERFECTA WINES,35759,Ken Wright Shea Ore Pnt Nr,35.71,54.99,750.0,26.0,928.46,38.0,2089.62,1209.78,4.220000000000001,28720.52,1161.1599999999999,55.56799800920741,2.250630075609073,35.71,Small,1.4615384615384615,-428.52
5921,4425,MARTIGNETTI COMPANIES,25104,Nickel&Nickel Truchard Chard,30.91,46.99,750.0,30.0,927.3000000000001,38.0,1785.62,1409.6999999999998,4.200000000000001,144929.24,858.3199999999998,48.068458014583165,1.9256119918041623,30.910000000000004,Small,1.2666666666666666,-247.28
5922,2000,SOUTHERN WINE & SPIRITS NE,23286,Ch Pape Clement Bl Gr Cru 11,132.44,199.99,750.0,7.0,927.08,11.0,2199.8900000000003,1399.93,1.2200000000000002,19016.59,1272.8100000000004,57.85789289464475,2.372923588039867,132.44,Small,1.5714285714285714,-529.76
5923,10754,PERFECTA WINES,15833,Je T'Aime Cremant de Limoux,11.03,15.99,750.0,84.0,926.5200000000001,65.0,1039.35,159.9,7.300000000000001,28720.52,112.82999999999981,10.855823351132903,1.1217782670638516,11.030000000000001,Small,0.7738095238095238,209.57
5924,653,STATE WINE & SPIRITS,2910,Full Throttle Vanila Whiskey,14.7,19.99,750.0,63.0,926.1000000000001,152.0,3038.4800000000005,1799.1000000000004,119.84999999999995,8014.98,2112.38,69.52094468286775,3.280941582982399,14.700000000000003,Small,2.4126984126984126,-1308.3
5925,660,SAZERAC NORTH AMERICA INC.,111,Mr Boston Creme de Menthe Gr,4.7,6.49,1000.0,197.0,925.8999999999997,185.0,1200.650000000001,986.4800000000007,194.24999999999986,17932.329999999994,274.75000000000125,22.883438137675512,1.2967383086726443,4.699999999999998,Medium,0.9390862944162437,56.400000000000006
5926,10754,PERFECTA WINES,24051,Genbei San Demonslayer Sake,3.89,5.99,180.0,238.0,925.82,229.0,1371.710000000001,976.3700000000008,6.4699999999999935,28720.52,445.8900000000009,32.50614196878353,1.4816162969043667,3.89,Medium,0.9621848739495799,35.01
5927,653,STATE WINE & SPIRITS,20218,Chocolate Cuvee,7.84,12.99,750.0,118.0,925.1200000000001,105.0,1319.9500000000003,529.5800000000002,11.73,8014.98,394.83000000000015,29.912496685480516,1.4267878761674162,7.840000000000001,Medium,0.8898305084745762,101.92
5928,9552,M S WALKER INC,10937,Grahams 30-Yr Tawny Port,61.64,89.99,750.0,15.0,924.6,15.0,1349.8500000000001,899.8999999999999,1.6600000000000001,55551.819999999985,425.2500000000001,31.50350038893211,1.459928617780662,61.64,Small,1.0,0.0
5929,10754,PERFECTA WINES,39473,Acorn Cve Alegria Russ Syrah,18.49,27.99,750.0,50.0,924.5,99.0,2780.01,2024.2700000000004,10.95,28720.52,1855.5100000000002,66.74472393984195,3.0070416441319634,18.49,Small,1.98,-906.0099999999999
5930,17035,PERNOD RICARD USA,2216,Seagrams Extra Dry Gin,6.42,8.99,1000.0,144.0,924.48,144.0,1294.56,8.99,151.2,123780.21999999997,370.0799999999999,28.587319243603996,1.4003115264797508,6.42,Medium,1.0,0.0
5931,9744,FREDERICK WILDMAN & SONS,27132,Luigi Bosca Malbec 13,12.83,18.99,750.0,72.0,923.7600000000001,70.0,1329.3,132.93,7.870000000000001,3999.9299999999994,405.53999999999985,30.507786052809738,1.4390101325019484,12.830000000000002,Small,0.9722222222222222,25.66
5932,3950,"HOOD RIVER DISTILLERS, Inc.",197,44* North Huckleberry Vodka,17.71,22.49,750.0,52.0,920.9200000000001,47.0,1057.0300000000002,337.35,37.01,117.52000000000001,136.11000000000013,12.87664493912189,1.1477978543195935,17.71,Small,0.9038461538461539,88.55000000000001
5933,1392,CONSTELLATION BRANDS INC,3230,Svedka Grapefruit Jalapeno,7.08,10.99,750.0,130.0,920.4000000000002,494.0,4688.060000000002,2828.0200000000023,389.28999999999996,79528.99,3767.660000000002,80.36714547168765,5.093502824858758,7.080000000000002,Medium,3.8,-2577.12
5934,4425,MARTIGNETTI COMPANIES,19866,Clarendelle Brdx Blanc,11.48,16.99,750.0,80.0,918.4,196.0,3330.040000000001,1427.1600000000003,21.840000000000003,144929.24,2411.640000000001,72.42075170268225,3.6259146341463424,11.48,Small,2.45,-1331.68
5935,17035,PERNOD RICARD USA,2660,Jameson Rarest Vintage Rsv,229.0,299.99,750.0,4.0,916.0,17.0,5099.83,5099.83,13.43,123780.21999999997,4183.83,82.03861697350696,5.5675,229.0,Small,4.25,-2977.0
5936,9744,FREDERICK WILDMAN & SONS,18886,Marchesi di Barolo Barbaresc,30.51,46.99,750.0,30.0,915.3,21.0,986.79,563.88,2.33,3999.9299999999994,71.49000000000001,7.244702520293073,1.078105539167486,30.509999999999998,Small,0.7,274.59000000000003
5937,1392,CONSTELLATION BRANDS INC,21017,Estancia Monterey County GSM,9.52,13.99,750.0,96.0,913.92,98.0,2065.0200000000004,1533.2700000000004,10.81,79528.99,1151.1000000000004,55.74280152250341,2.25951943277311,9.52,Medium,1.0208333333333333,-19.04
5938,2000,SOUTHERN WINE & SPIRITS NE,15729,Copa di Vino Pnt Grigio,1.66,2.49,187.0,549.0,911.3399999999999,906.0,2255.9400000000037,1065.720000000002,26.139999999999986,19016.59,1344.6000000000038,59.602649006622585,2.475409836065578,1.66,Medium,1.650273224043716,-592.62
5939,17035,PERNOD RICARD USA,586,Malibu Passion Fruit Rum,13.59,16.99,1000.0,67.0,910.5300000000002,62.0,1051.38,354.78999999999996,65.10000000000001,123780.21999999997,140.8499999999999,13.39667865091593,1.1546901255312838,13.590000000000003,Small,0.9253731343283582,67.95
5940,1587,VINEYARD BRANDS INC,21979,Massolino Dolcetto D'Alba,11.64,16.99,750.0,78.0,907.92,229.0,3890.710000000001,2004.8200000000006,25.449999999999996,6070.089999999999,2982.790000000001,76.66441343610806,4.285300467001499,11.639999999999999,Small,2.9358974358974357,-1757.64
5941,653,STATE WINE & SPIRITS,20715,Gonzalez Bypass Noe Sherry,30.26,45.99,375.0,30.0,907.8,28.0,1287.72,413.91,1.6,8014.98,379.9200000000001,29.50330817258411,1.418506278916061,30.259999999999998,Small,0.9333333333333333,60.52
5942,4425,MARTIGNETTI COMPANIES,12076,Chapoutier Hrmtage La Sizera,53.33,94.99,750.0,17.0,906.61,30.0,2399.7,1119.86,3.3400000000000007,144929.24,1493.0899999999997,62.21986081593531,2.646893372012221,53.33,Small,1.7647058823529411,-693.29
5943,6213,MHW LTD,828,Bols Sloe Gin,7.74,9.99,1000.0,117.0,905.58,134.0,1338.6600000000005,899.1000000000004,140.69999999999993,9621.580000000002,433.0800000000005,32.35175473981447,1.478234943351223,7.74,Medium,1.1452991452991452,-131.58
5944,4425,MARTIGNETTI COMPANIES,18587,Eric Kent Chardonnay RRV,23.83,39.99,750.0,38.0,905.54,32.0,1253.68,943.7600000000001,3.5300000000000002,144929.24,348.1400000000001,27.769446748771625,1.3844556839013187,23.83,Small,0.8421052631578947,142.98
5945,9815,WINE GROUP INC,15063,Almaden Moscato,12.07,17.99,5000.0,75.0,905.2499999999999,64.0,1151.36,395.78,48.0,27100.409999999996,246.11,21.375590605892164,1.271869649268158,12.069999999999999,Small,0.8533333333333334,132.77
5946,9165,ULTRA BEVERAGE COMPANY LLP,25526,Frescobaldi Massovivo Vermen,13.1,18.99,750.0,69.0,903.9,66.0,1253.3400000000001,436.77,7.390000000000002,68054.70000000003,349.44000000000017,27.88070276221936,1.3865914371058747,13.1,Small,0.9565217391304348,39.3
5947,9552,M S WALKER INC,25327,Siduri Pnt Nr RRV,19.6,29.99,750.0,46.0,901.5999999999999,39.0,1104.6100000000001,549.8,4.330000000000001,55551.819999999985,203.01000000000022,18.378432206842252,1.2251663708961849,19.599999999999998,Small,0.8478260869565217,137.20000000000002
5948,12546,JIM BEAM BRANDS COMPANY,5678,Skinnygirl Pina Colada,6.93,12.99,750.0,130.0,900.9,337.0,3306.6300000000015,1358.0800000000008,265.48,123880.96999999999,2405.7300000000014,72.75473820778255,3.670362970362972,6.93,Medium,2.5923076923076924,-1434.51
5949,9552,M S WALKER INC,10359,Adelsheim Elizbth RSV Pnt Nr,29.03,44.99,750.0,31.0,899.9300000000001,55.0,2561.4500000000003,1451.69,6.1,55551.819999999985,1661.5200000000002,64.86638427453201,2.8462769326503174,29.03,Small,1.7741935483870968,-696.72
5950,2000,SOUTHERN GLAZERS W&S OF NE,27611,Dominus Napanook 13,37.49,56.99,750.0,24.0,899.76,24.0,1367.76,227.96,2.6900000000000004,19016.59,468.0,34.21652921565187,1.520138703654308,37.49,Small,1.0,0.0
5951,4425,MARTIGNETTI COMPANIES,25283,Ransom Selection Pnt Nr,16.66,24.99,750.0,54.0,899.6399999999999,260.0,6497.399999999998,4723.1100000000015,28.730000000000004,144929.24,5597.759999999998,86.15384615384616,7.2222222222222205,16.659999999999997,Small,4.814814814814815,-3431.96
5952,3664,WILLIAM GRANT & SONS INC,2814,Hudson Bay Bourbon,31.0,39.99,375.0,29.0,899.0,68.0,3049.32,1744.6100000000001,26.639999999999997,30234.42000000001,2150.32,70.51801713168838,3.3919021134593996,31.0,Small,2.3448275862068964,-1209.0
5953,2000,SOUTHERN WINE & SPIRITS NE,25072,Mastroberardino Radici Taura,37.41,54.99,750.0,24.0,897.84,17.0,934.8299999999999,604.89,1.8800000000000001,19016.59,36.989999999999895,3.956869163377288,1.0411988773055332,37.410000000000004,Small,0.7083333333333334,261.87
5954,9552,M S WALKER INC,24540,Signo 11 Bobal de Manchuela,13.79,21.99,750.0,65.0,896.3499999999999,286.0,6019.139999999999,3034.550000000001,31.819999999999993,55551.819999999985,5122.789999999999,85.10833773595563,6.715167066436102,13.79,Small,4.4,-3047.5899999999997
